ID_KH,ID_VOUCHER,SOLUONG,DIENTHOAINHANMA
1871,691,2,(9) 240-082
1872,3430,2,8-719-740  
1873,2638,2,(2) 800-322
1883,3605,2,(1) 916-451
1886,315,2,1-112-235  
1888,787,2,4-869-896  
1891,2502,2,(7) 303-098
1895,2282,2,8-195-661  
1899,3361,2,6-351-829  
1900,3122,2,5-571-460  
1901,1962,2,(0) 147-285
1902,491,2,(7) 672-079
1908,853,2,(6) 914-546
1909,2384,2,(8) 282-804
1911,3858,2,3-680-827  
1914,1843,2,4-787-774  
1917,650,2,(6) 295-196
1918,601,2,(3) 650-659
1919,689,2,(1) 136-059
1922,40,2,4-682-576  
1923,3583,2,1-620-445  
1925,2080,2,9-415-141  
1926,1349,2,(4) 951-986
1927,2913,2,3-245-495  
1929,3352,2,0-691-654  
1931,2706,2,6-604-183  
1932,1753,2,8-354-492  
1933,1372,2,3-595-581  
1934,1430,2,3-076-194  
1935,3090,2,6-568-145  
1937,3739,2,(0) 665-765
1938,2772,2,(5) 573-155
1941,3774,2,7-712-879  
1943,555,2,(4) 107-362
1946,2478,2,5-517-725  
1949,238,2,5-090-704  
1950,1970,2,9-359-088  
1952,3049,2,(3) 867-380
1953,3106,2,6-466-922  
1954,3364,2,(2) 017-994
1955,1675,2,(9) 235-404
1962,1269,2,7-014-487  
1965,16,2,4-573-569  
1966,898,2,(4) 741-821
1971,393,2,(2) 360-935
1972,2187,2,2-412-441  
1974,179,2,4-149-475  
1975,799,2,(2) 533-146
1977,2008,2,0-567-696  
1980,2280,2,9-545-268  
1982,121,2,(9) 592-762
1984,3933,2,7-401-712  
1986,22,2,(2) 162-148
1987,943,2,(9) 203-691
1988,3676,2,2-264-919  
1989,1410,2,6-895-577  
1992,1026,2,9-605-334  
1993,469,2,2-242-170  
1994,1392,2,8-669-851  
1995,2149,2,(0) 905-407
2001,3328,2,4-800-539  
2007,2005,2,1-986-843  
2008,3809,2,(6) 869-759
2009,1428,2,(0) 635-545
2010,648,2,(7) 804-735
2011,3982,2,(6) 505-805
2012,1648,2,3-634-883  
2019,391,2,3-103-548  
2021,3041,2,(3) 196-443
2022,1235,2,(2) 163-587
2023,2175,2,(6) 530-734
2024,2989,2,(7) 973-484
2027,1108,2,3-647-840  
2028,2199,2,7-864-971  
2029,2785,2,1-012-547  
2031,1842,2,5-645-381  
2036,883,2,8-281-682  
2040,3230,2,(7) 755-955
2041,1726,2,7-673-363  
2042,1593,2,(4) 732-228
2044,1629,2,(3) 295-163
2046,2737,2,5-816-494  
2047,620,2,8-365-766  
2049,2311,2,(7) 002-145
2051,64,2,(8) 758-440
2052,2680,2,1-102-208  
2055,3107,2,(5) 919-680
2056,2563,2,(6) 230-452
2057,213,2,5-977-375  
2059,491,2,0-774-471  
2062,636,2,(9) 632-820
2063,951,2,8-786-190  
2064,2673,2,4-327-475  
2065,3761,2,9-892-319  
2071,2296,2,(4) 243-833
2074,220,2,(6) 125-379
2075,506,2,5-082-190  
2076,567,2,4-459-403  
2077,1334,2,2-809-697  
2078,633,2,(9) 369-638
2080,1538,2,7-287-588  
2081,1098,2,9-027-355  
2082,1086,2,(4) 731-852
2083,318,2,(4) 228-762
2084,1178,2,8-760-942  
2085,441,2,(0) 376-373
2086,2509,2,4-430-193  
2087,470,2,(1) 591-349
2090,853,2,(9) 977-852
2092,3687,2,6-910-959  
2096,2291,2,6-297-348  
2097,223,2,(3) 029-157
2100,1658,2,3-303-216  
2101,3277,2,8-016-137  
2102,553,2,(2) 368-353
2103,265,2,3-315-974  
2104,1779,2,(5) 019-314
2105,819,2,8-223-404  
2107,580,2,(5) 923-518
2112,3538,2,3-540-773  
2113,1755,2,3-843-067  
2114,1154,2,6-993-350  
2116,1248,2,(3) 199-266
2122,1770,2,4-442-650  
2123,2447,2,9-725-043  
2125,124,2,2-448-928  
2127,3415,2,9-729-473  
2129,2703,2,9-709-686  
2132,930,2,(1) 643-855
2135,3014,2,(5) 000-419
2136,131,2,3-580-899  
2137,1751,2,6-312-904  
2139,280,2,4-762-357  
2141,35,2,0-294-493  
2144,1050,2,7-636-652  
2145,3419,2,(5) 771-529
2147,1253,2,(4) 058-639
2149,412,2,6-477-909  
2152,400,2,5-931-237  
2154,2139,2,3-207-682  
2155,575,2,(9) 211-107
2157,978,2,6-849-588  
2158,97,2,(6) 433-616
2159,1906,2,2-256-675  
2164,2473,2,(1) 800-349
2166,859,2,2-665-941  
2167,725,2,(0) 396-138
2168,563,2,(8) 370-359
2171,1433,2,3-570-200  
2172,241,2,5-472-894  
2173,3593,2,(6) 677-198
2174,3792,2,(3) 445-346
2175,3907,2,8-507-312  
2178,503,2,(3) 274-210
2183,2362,2,(8) 900-331
2184,1232,2,(3) 491-974
2186,2515,2,9-896-915  
2188,2920,2,(2) 776-656
2189,294,2,0-697-986  
2192,932,2,(1) 574-930
2195,3758,2,(8) 451-414
2197,1004,2,5-813-775  
2200,694,2,(9) 567-221
2202,701,2,(4) 502-375
2204,166,2,(1) 492-647
2205,1515,2,(7) 992-459
2206,906,2,(5) 028-104
2207,3523,2,0-161-285  
2208,1035,2,8-953-264  
2211,966,2,(1) 241-416
2215,1184,2,6-668-644  
2217,1739,2,(9) 946-371
2223,198,2,(2) 665-280
2226,1926,2,1-532-210  
2227,3853,2,(7) 724-608
2231,3602,2,(1) 714-496
2232,1412,2,(4) 175-052
2235,2228,2,1-008-336  
2238,695,2,(8) 297-274
2242,1809,2,2-874-857  
2244,3177,2,(3) 101-274
2246,1001,2,4-479-986  
2247,90,2,6-594-846  
2248,89,2,3-471-112  
2251,3262,2,3-661-909  
2255,18,2,(4) 457-657
2256,1689,2,(5) 819-302
2257,1428,2,(5) 954-693
2259,1438,2,(5) 974-611
2260,3588,2,(1) 100-717
2264,1546,2,8-956-493  
2265,281,2,1-258-360  
2266,3663,2,9-465-401  
2267,986,2,2-127-583  
2268,3131,2,4-652-780  
2270,689,2,1-730-166  
2273,1811,2,8-562-533  
2274,1626,2,6-017-327  
2280,3358,2,(8) 305-930
2283,123,2,(8) 693-600
2285,2159,2,(4) 182-079
2286,2198,2,1-477-637  
2289,527,2,1-737-561  
2290,3023,2,2-817-255  
2291,363,2,(6) 344-959
2294,3685,2,(6) 432-801
2299,740,2,7-970-581  
2300,45,2,9-059-570  
2301,2221,2,(5) 437-178
2305,1381,2,(7) 557-988
2307,3892,2,(1) 608-029
2309,2345,2,3-928-016  
2310,15,2,(8) 756-143
2311,1395,2,5-201-081  
2313,1220,2,(0) 789-494
2315,2216,2,7-047-166  
2317,2817,2,9-494-341  
2318,889,2,(2) 267-788
2322,925,2,(1) 606-065
2326,1614,2,(3) 077-060
2329,3454,2,7-626-513  
2330,3874,2,0-491-193  
2335,1495,2,(9) 473-930
2336,1416,2,3-943-908  
2337,730,2,(6) 299-413
2338,291,2,(6) 909-757
2339,2458,2,4-442-610  
2340,801,2,(8) 791-569
2342,3022,2,(4) 048-548
2343,3812,2,1-757-358  
2345,2895,2,0-361-816  
2347,225,2,3-470-387  
2353,1493,2,(4) 668-540
2354,752,2,(9) 532-865
2356,3338,2,4-610-895  
2358,910,2,2-470-811  
2359,2275,2,(6) 086-716
2360,3898,2,2-099-198  
2362,1255,2,(2) 521-081
2364,2846,2,(4) 654-760
2366,192,2,2-565-792  
2367,2007,2,(9) 774-296
2368,2492,2,8-916-709  
2372,3962,2,(8) 783-318
2373,1982,2,5-598-566  
2374,632,2,3-608-568  
2377,1077,2,(6) 137-002
2381,2188,2,(8) 334-975
2382,679,2,4-044-840  
2383,3572,2,(6) 161-183
2387,3369,2,(4) 812-886
2388,1179,2,(0) 196-602
2389,2426,2,5-029-855  
2392,3104,2,5-086-578  
2394,1735,2,(2) 329-123
2397,901,2,(0) 857-386
2399,1547,2,9-516-829  
2400,3589,2,(4) 092-826
2402,454,2,(5) 631-612
2405,836,2,(1) 605-193
2406,181,2,(6) 548-497
2407,3218,2,(4) 700-141
2409,11,2,(2) 074-728
2411,3255,2,(6) 532-884
2412,1844,2,6-686-078  
2415,3995,2,(8) 176-983
2417,1,2,3-362-984  
2419,3121,2,(5) 792-585
2422,436,2,(7) 525-928
2423,373,2,2-099-517  
2425,2909,2,(6) 453-626
2427,2081,2,(4) 554-415
2429,3210,2,5-616-016  
2430,2990,2,(7) 162-512
2431,2112,2,9-424-342  
2434,3556,2,2-344-546  
2437,3331,2,(7) 450-613
2438,1890,2,5-592-419  
2443,3499,2,2-900-453  
2445,3449,2,(6) 994-488
2446,3202,2,(5) 641-974
2447,1743,2,1-978-849  
2448,1714,2,(9) 083-393
2449,1387,2,(6) 910-347
2450,2416,2,6-144-921  
2453,2685,2,1-478-591  
2455,554,2,2-066-706  
2457,1281,2,5-284-281  
2459,364,2,(1) 904-735
2460,3261,2,(0) 653-618
2462,1279,2,4-185-049  
2463,1793,2,(2) 107-426
2466,869,2,2-828-500  
2467,346,2,(5) 341-005
2468,1394,2,(6) 446-568
2477,347,2,(3) 254-043
2478,2637,2,(1) 861-500
2480,3856,2,(1) 316-033
2481,2597,2,8-225-060  
2490,2113,2,3-746-902  
2492,803,2,0-286-887  
2493,947,2,(6) 260-577
2494,157,2,5-407-279  
2497,2318,2,(1) 698-095
2498,2576,2,(2) 323-446
2499,1396,2,8-753-139  
2502,1683,2,2-836-903  
2503,1411,2,6-593-117  
2504,308,2,3-852-613  
2505,1249,2,5-295-628  
2506,474,2,(6) 517-066
2508,3950,2,9-159-310  
2512,1530,2,0-110-684  
2513,741,2,6-570-827  
2518,415,2,4-479-950  
2520,2894,2,(9) 984-787
2522,2268,2,(6) 911-975
2524,2469,2,(2) 844-503
2532,1999,2,6-705-922  
2534,1153,2,(1) 626-007
2536,1541,2,0-314-885  
2537,2713,2,(7) 037-231
2539,3095,2,(0) 778-262
2540,2270,2,8-174-714  
2547,502,2,(7) 142-124
2549,3682,2,8-186-066  
2550,1355,2,(9) 263-384
2551,3654,2,2-443-441  
2552,804,2,7-164-360  
2554,1759,2,8-921-244  
2556,1067,2,(3) 357-759
2557,2572,2,6-966-112  
2560,3822,2,(2) 516-917
2564,3913,2,5-458-227  
2566,1986,2,(8) 479-123
2568,2557,2,6-441-474  
2569,258,2,7-987-621  
2573,1292,2,8-687-404  
2575,591,2,(1) 155-005
2577,3373,2,7-068-990  
2578,1288,2,7-030-911  
2579,2808,2,6-797-762  
2581,1952,2,7-188-725  
2582,1786,2,0-310-231  
2584,1886,2,1-882-546  
2585,3417,2,4-729-375  
2587,2543,2,(2) 259-712
2588,929,2,(3) 509-033
2590,1200,2,(6) 315-174
2593,2388,2,(4) 350-624
2595,3201,2,4-942-548  
2596,1619,2,(8) 929-344
2598,2109,2,(5) 042-619
2599,2983,2,0-435-445  
2601,610,2,(5) 413-284
2604,2877,2,6-116-926  
2605,1149,2,1-525-734  
2606,3977,2,(4) 229-002
2610,2874,2,5-829-551  
2611,3880,2,5-634-051  
2613,70,2,(1) 004-714
2614,2768,2,3-530-633  
2616,3314,2,9-696-690  
2618,3595,2,(6) 414-872
2622,2397,2,9-413-874  
2623,1473,2,6-494-743  
2627,1037,2,6-669-263  
2634,1871,2,7-464-071  
2635,2224,2,(3) 825-543
2636,3212,2,(5) 591-228
2638,3816,2,(4) 304-279
2640,3800,2,(6) 555-368
2641,711,2,(5) 903-894
2645,3607,2,(8) 195-115
2649,1312,2,2-976-246  
2650,3953,2,7-656-083  
2652,382,2,0-577-453  
2653,1020,2,(3) 628-694
2657,3925,2,(0) 273-048
2658,2720,2,0-068-268  
2659,879,2,6-737-269  
2660,3993,2,(1) 889-308
2662,2661,2,2-356-045  
2663,3167,2,(7) 564-390
2664,839,2,(5) 766-155
2665,3507,2,4-720-986  
2666,298,2,(6) 051-752
2667,2144,2,(4) 126-245
2678,14,2,7-552-549  
2680,287,2,(8) 562-919
2681,801,2,(9) 615-153
2683,1438,2,(0) 685-373
2686,1514,2,(6) 142-266
2687,3333,2,0-056-075  
2688,1103,2,6-648-947  
2689,511,2,1-290-639  
2690,3093,2,8-449-259  
2691,1466,2,3-123-240  
2692,2014,2,3-431-175  
2693,1671,2,(4) 119-928
2694,1990,2,(7) 454-591
2697,813,2,(8) 259-565
2700,3921,2,(4) 823-446
2702,1086,2,(2) 100-285
2703,586,2,9-079-823  
2704,349,2,2-367-993  
2705,1236,2,(3) 375-485
2706,1499,2,(6) 603-687
2707,1390,2,4-581-459  
2708,1756,2,(5) 764-131
2712,1094,2,(5) 222-017
2715,1957,2,7-928-326  
2716,1210,2,5-966-355  
2718,2943,2,(4) 909-318
2725,1936,2,(8) 367-978
2726,1576,2,(0) 615-567
2729,1122,2,(1) 819-950
2730,504,2,(8) 847-624
2731,275,2,(6) 573-684
2734,2376,2,(5) 927-327
2735,3024,2,8-179-234  
2736,2884,2,(0) 086-853
2737,949,2,0-574-721  
2738,1635,2,(6) 845-501
2741,406,2,(6) 657-248
2742,1360,2,2-259-070  
2746,3721,2,1-107-216  
2747,1666,2,3-715-041  
2748,1953,2,(0) 995-813
2749,323,2,8-660-586  
2753,593,2,(5) 593-289
2756,629,2,0-000-010  
2757,1198,2,7-402-779  
2759,3647,2,8-728-646  
2760,2508,2,(3) 240-059
2761,577,2,8-666-776  
2765,927,2,8-428-089  
2766,3564,2,5-615-482  
2767,1845,2,2-615-674  
2770,1136,2,(4) 181-774
2773,2631,2,5-868-349  
2774,1017,2,4-402-971  
2777,2689,2,9-303-175  
2779,3751,2,(0) 704-065
2781,1373,2,1-455-523  
2782,62,2,9-730-627  
2783,785,2,3-385-039  
2784,297,2,(0) 530-237
2787,2643,2,1-186-653  
2788,2684,2,(3) 004-546
2791,1292,2,(1) 166-120
2792,2917,2,8-559-747  
2798,1184,2,3-076-487  
2799,36,2,5-161-596  
2800,3988,2,(1) 409-190
2801,3868,2,6-868-638  
2802,840,2,(6) 254-490
2806,622,2,(6) 648-791
2807,3944,2,5-303-080  
2810,1665,2,1-715-467  
2811,404,2,(6) 657-641
2812,1304,2,0-159-574  
2813,393,2,7-252-424  
2814,1373,2,(5) 194-804
2815,3173,2,3-210-078  
2816,2716,2,5-569-029  
2818,1084,2,(6) 792-254
2819,3103,2,5-500-067  
2820,2104,2,8-716-146  
2821,686,2,(6) 008-914
2822,1080,2,(0) 499-490
2823,2260,2,4-577-900  
2825,1884,2,3-314-379  
2828,1308,2,2-209-182  
2830,17,2,(1) 853-487
2831,2471,2,(0) 313-644
2833,2951,2,9-831-694  
2834,1061,2,5-493-554  
2838,2564,2,(7) 529-931
2839,2745,2,(7) 886-551
2840,996,2,(1) 064-713
2843,3455,2,(9) 171-981
2845,3678,2,(5) 352-127
2846,1653,2,(1) 363-613
2851,178,2,(4) 772-049
2853,556,2,9-716-315  
2854,546,2,1-930-317  
2855,1890,2,4-099-339  
2856,919,2,6-266-786  
2857,1287,2,(3) 259-136
2859,1282,2,1-507-177  
2860,972,2,0-975-023  
2862,1339,2,5-951-273  
2863,1650,2,3-675-905  
2865,1715,2,(4) 186-900
2868,39,2,8-998-946  
2871,278,2,8-828-244  
2873,2614,2,(3) 380-738
2874,1254,2,(4) 817-190
2879,3559,2,(2) 877-103
2880,878,2,5-225-310  
2885,2030,2,(0) 992-720
2886,2980,2,6-480-241  
2887,3653,2,(0) 155-927
2890,229,2,2-756-488  
2893,2526,2,(6) 561-863
2894,1472,2,4-487-649  
2899,452,2,1-932-824  
2902,963,2,5-728-488  
2903,1141,2,4-736-822  
2904,2293,2,5-983-384  
2909,1303,2,8-147-578  
2910,868,2,(4) 529-138
2911,3120,2,4-491-779  
2912,521,2,(8) 740-537
2915,1245,2,(5) 757-879
2916,3557,2,(5) 835-527
2920,1951,2,0-305-749  
2923,1393,2,(9) 392-061
2924,3952,2,(6) 379-898
2925,3189,2,3-868-546  
2927,2056,2,(9) 598-423
2928,1227,2,(3) 050-243
2931,2078,2,(0) 163-320
2934,1745,2,9-618-637  
2939,1592,2,(6) 968-327
2940,1476,2,(9) 239-973
2941,1109,2,(7) 081-015
2942,3440,2,(4) 635-356
2943,1524,2,(7) 111-534
2946,144,2,(7) 911-033
2948,1461,2,8-163-977  
2949,3340,2,1-385-674  
2950,3727,2,(6) 283-542
2952,1224,2,6-512-990  
2953,3250,2,5-631-791  
2954,3802,2,9-395-797  
2957,1536,2,3-732-652  
2959,217,2,(4) 487-474
2960,2138,2,3-420-125  
2961,1432,2,4-542-135  
2964,3055,2,8-112-575  
2965,3297,2,(2) 701-880
2966,453,2,(4) 459-650
2967,2430,2,4-243-472  
2968,335,2,(7) 988-252
2971,2958,2,(3) 928-146
2973,2585,2,(8) 521-768
2974,2075,2,0-340-802  
2978,3278,2,4-890-305  
2980,493,2,(2) 865-688
2981,2125,2,(9) 547-420
2982,1346,2,(2) 708-393
2983,973,2,5-962-524  
2984,1076,2,(8) 684-447
2985,2753,2,2-891-142  
2987,769,2,(4) 315-368
2990,1677,2,(4) 616-482
2991,1482,2,(7) 770-043
2993,2662,2,4-935-783  
2994,3416,2,5-406-609  
2998,2379,2,9-011-468  
2999,672,2,1-527-789  
3000,3980,2,0-415-326  
3001,309,2,9-159-462  
3004,2976,2,0-728-720  
3007,968,2,(6) 824-361
3010,381,2,(4) 902-757
3012,1070,2,6-267-347  
3015,2064,2,(1) 468-970
3018,924,2,(9) 460-376
3020,1226,2,(9) 865-946
3021,3246,2,5-378-846  
3022,3383,2,(6) 598-521
3024,615,2,(0) 698-908
3025,2773,2,8-512-124  
3028,826,2,3-882-293  
3029,410,2,(3) 170-486
3030,1809,2,(2) 105-811
3032,3268,2,6-427-635  
3033,565,2,3-177-733  
3035,2615,2,(0) 206-920
3036,256,2,0-294-432  
3037,115,2,0-883-330  
3038,3711,2,(1) 777-917
3039,2269,2,(4) 269-738
3040,3160,2,5-714-816  
3042,3079,2,8-781-666  
3043,1815,2,(2) 280-009
3046,3942,2,3-901-028  
3047,2619,2,(6) 771-918
3049,2299,2,8-349-818  
3050,1102,2,9-087-391  
3052,302,2,(5) 752-372
3055,640,2,(9) 757-160
3056,1104,2,8-938-967  
3057,803,2,(6) 519-249
3058,2331,2,2-409-819  
3061,3394,2,(6) 265-069
3063,3069,2,9-665-508  
3067,1545,2,(0) 636-719
3068,3058,2,7-370-512  
3069,483,2,(3) 593-536
3070,970,2,5-899-067  
3072,1601,2,(0) 529-723
3073,269,2,9-348-296  
3074,1206,2,(9) 272-906
3076,3881,2,(5) 668-840
3077,119,2,(3) 479-698
3079,2210,2,(9) 599-626
3080,3659,2,(1) 465-200
3083,2443,2,3-854-445  
3085,975,2,3-901-416  
3087,1604,2,(5) 642-330
3089,2029,2,1-593-894  
3090,628,2,0-469-847  
3091,322,2,(0) 047-844
3093,3577,2,4-088-552  
3094,467,2,4-083-001  
3095,734,2,(8) 261-300
3096,3753,2,(0) 106-245
3098,3464,2,4-282-150  
3099,821,2,7-582-855  
3100,1345,2,0-911-977  
3101,3474,2,(3) 750-576
3102,3044,2,(8) 960-451
3103,1135,2,2-477-071  
3109,2084,2,4-061-496  
3111,3548,2,(3) 333-390
3112,3776,2,6-650-691  
3113,703,2,(4) 242-492
3117,738,2,(0) 303-404
3119,433,2,(2) 852-705
3120,1837,2,8-187-815  
3121,1751,2,(1) 036-161
3126,3552,2,8-318-904  
3127,3206,2,6-569-024  
3129,1532,2,3-357-770  
3131,3738,2,(7) 415-003
3132,1019,2,2-740-029  
3133,994,2,5-277-965  
3136,3910,2,(0) 196-392
3139,2108,2,(8) 082-661
3141,614,2,5-231-940  
3142,981,2,(8) 632-141
3144,2102,2,(1) 397-368
3145,3486,2,2-459-993  
3147,3603,2,(7) 632-289
3150,643,2,5-388-167  
3155,1923,2,1-738-399  
3157,245,2,(8) 534-701
3158,1853,2,0-096-756  
3160,3920,2,5-446-473  
3161,3634,2,(5) 874-339
3164,2750,2,9-601-546  
3166,3482,2,(6) 945-128
3169,1398,2,(8) 432-137
3170,1127,2,(8) 107-037
3177,722,2,9-745-014  
3178,329,2,8-968-596  
3182,3221,2,(6) 712-773
3184,2083,2,(1) 855-586
3185,2827,2,(8) 211-080
3188,471,2,5-996-628  
3190,3888,2,(0) 980-164
3192,3760,2,(5) 925-420
3193,1347,2,6-236-694  
3194,3054,2,(7) 349-845
3195,935,2,(6) 763-744
3197,3519,2,(3) 938-719
3200,990,2,0-514-334  
3201,3151,2,1-181-011  
3202,103,2,9-182-804  
3205,2528,2,(3) 040-706
3206,995,2,1-944-766  
3207,911,2,2-646-584  
3208,3162,2,8-996-574  
3209,8,2,5-548-860  
3210,3990,2,5-478-622  
3218,573,2,9-270-397  
3219,50,2,7-922-465  
3220,3076,2,2-412-543  
3221,769,2,3-902-392  
3222,2402,2,6-812-747  
3224,1720,2,(9) 593-735
3225,652,2,0-756-082  
3228,303,2,(1) 145-082
3229,3365,2,(2) 428-235
3230,1645,2,(8) 002-906
3233,595,2,(5) 541-911
3236,1868,2,0-751-111  
3237,3185,2,(0) 635-833
3239,1584,2,6-851-872  
3240,1692,2,(1) 619-182
3241,1603,2,(5) 889-353
3242,3317,2,(9) 075-245
3246,2789,2,7-872-701  
3250,422,2,(0) 866-872
3251,1295,2,(9) 186-275
3258,1716,2,(5) 009-562
3259,1623,2,4-984-844  
3260,829,2,4-179-991  
3261,6,2,(3) 977-639
3264,1252,2,5-203-769  
3265,2734,2,(1) 454-733
3266,2314,2,6-418-807  
3269,3324,2,(0) 102-188
3270,1535,2,(4) 083-821
3272,296,2,9-658-184  
3273,2,2,3-602-026  
3275,507,2,(9) 737-617
3276,328,2,(4) 647-710
3281,377,2,7-599-993  
3282,1706,2,0-246-414  
3284,3810,2,7-558-151  
3289,993,2,8-606-028  
3292,293,2,(6) 381-379
3294,432,2,6-472-131  
3295,3948,2,(4) 461-215
3298,939,2,3-395-104  
3303,1133,2,(9) 085-673
3308,231,2,7-014-369  
3310,2217,2,(3) 681-365
3312,974,2,(4) 295-406
3313,2456,2,5-900-112  
3314,2819,2,7-954-622  
3317,678,2,4-338-402  
3318,421,2,(8) 696-244
3319,899,2,(3) 625-338
3321,1598,2,6-585-496  
3324,1621,2,(4) 177-141
3327,1441,2,7-468-823  
3328,2627,2,(0) 564-924
3330,3911,2,(2) 596-490
3332,283,2,(7) 495-734
3333,830,2,(4) 353-231
3342,835,2,3-618-201  
3346,1898,2,(9) 906-763
3349,2417,2,(2) 728-249
3350,3205,2,(2) 928-497
3351,894,2,(1) 044-788
3353,2960,2,5-593-495  
3354,2264,2,6-443-132  
3355,2256,2,1-929-549  
3356,1187,2,(4) 343-654
3357,46,2,9-414-690  
3360,778,2,(6) 011-343
3363,292,2,(3) 474-399
3364,1136,2,(7) 595-493
3365,1110,2,(5) 706-035
3366,1350,2,2-201-524  
3368,1583,2,5-265-956  
3370,877,2,(0) 953-640
3372,1261,2,(7) 639-613
3373,3342,2,4-263-232  
3378,886,2,(0) 545-448
3379,3689,2,4-040-151  
3381,147,2,(5) 545-942
3382,3917,2,5-781-374  
3383,1852,2,3-994-236  
3386,1891,2,(0) 051-594
3387,1621,2,(9) 718-163
3389,3575,2,(3) 383-662
3392,3720,2,4-886-072  
3397,2921,2,(2) 683-433
3398,218,2,9-470-450  
3399,3978,2,7-422-487  
3400,644,2,(3) 349-320
3402,1826,2,8-008-345  
3403,682,2,(5) 355-497
3405,1054,2,(0) 571-542
3407,1742,2,(0) 368-436
3409,1523,2,(4) 939-257
3412,1084,2,3-857-669  
3413,3976,2,(5) 927-546
3414,599,2,(5) 577-586
3416,669,2,(2) 055-334
3419,2503,2,9-148-664  
3420,3059,2,3-637-651  
3422,1,2,7-271-377  
3423,874,2,(7) 028-424
3424,2710,2,0-589-082  
3427,2579,2,5-980-908  
3428,2657,2,0-116-232  
3429,2236,2,1-508-946  
3433,315,2,1-231-976  
3436,2879,2,9-647-763  
3437,2560,2,(1) 997-881
3439,171,2,6-422-022  
3443,434,2,(8) 921-138
3444,2476,2,(9) 368-844
3447,114,2,0-068-741  
3449,923,2,8-021-269  
3450,1927,2,5-506-462  
3452,2425,2,9-712-808  
3453,2233,2,6-428-133  
3455,3549,2,2-204-100  
3456,1439,2,(1) 184-644
3458,1854,2,(3) 416-302
3459,1471,2,(7) 531-460
3462,1007,2,2-292-105  
3464,1577,2,2-665-775  
3466,844,2,(8) 717-368
3467,3320,2,(1) 822-317
3469,3091,2,(3) 613-091
3470,1943,2,6-700-254  
3471,225,2,(1) 515-979
3472,3513,2,(3) 950-518
3473,3241,2,(1) 019-254
3477,1528,2,(9) 550-610
3478,1915,2,(8) 815-993
3479,122,2,1-597-516  
3480,305,2,(8) 316-294
3482,1247,2,(1) 937-236
3483,168,2,4-630-576  
3485,365,2,(2) 428-912
3490,1885,2,1-078-148  
3491,952,2,4-997-255  
3493,988,2,9-506-638  
3494,2946,2,(1) 401-553
3496,991,2,(6) 913-048
3497,1341,2,3-065-851  
3499,3528,2,(4) 925-972
3500,2696,2,5-818-886  
3503,3207,2,(0) 875-542
3505,3360,2,(3) 099-271
3507,3012,2,7-803-391  
3510,1652,2,7-055-124  
3511,2722,2,1-459-896  
3513,3065,2,(0) 536-719
3514,29,2,3-172-692  
3515,173,2,(2) 602-957
3518,1502,2,4-807-417  
3519,2594,2,(2) 715-774
3521,376,2,8-991-414  
3522,88,2,(1) 492-398
3523,289,2,(2) 254-865
3525,513,2,(6) 808-743
3528,966,2,6-828-353  
3531,2775,2,(0) 962-680
3532,606,2,(7) 942-746
3533,1411,2,8-043-077  
3534,2507,2,9-716-797  
3536,1848,2,4-114-680  
3541,3234,2,(2) 318-024
3542,3784,2,(7) 276-288
3544,2276,2,(9) 523-566
3550,352,2,(2) 685-527
3554,1821,2,(0) 271-097
3556,9,2,(9) 957-517
3559,2106,2,(0) 425-090
3560,2301,2,6-971-004  
3561,2578,2,8-603-877  
3562,2971,2,5-817-646  
3564,3592,2,(5) 570-718
3565,2868,2,(7) 842-108
3568,788,2,4-422-468  
3570,1008,2,4-480-690  
3571,455,2,(2) 078-331
3573,3699,2,9-018-083  
3574,200,2,(6) 199-813
3577,2066,2,2-606-613  
3579,1081,2,(9) 279-915
3580,2855,2,(6) 905-419
3582,617,2,(9) 819-222
3585,3756,2,4-171-044  
3587,692,2,1-967-047  
3588,3923,2,7-972-542  
3589,1156,2,(0) 283-978
3590,788,2,6-076-237  
3592,3599,2,(7) 495-926
3595,12,2,(5) 472-252
3597,1666,2,(1) 580-907
3598,2963,2,(6) 124-077
3602,1971,2,6-136-297  
3603,2723,2,7-024-937  
3604,727,2,(6) 800-099
3605,57,2,3-293-401  
3606,449,2,(7) 165-487
3609,697,2,4-153-787  
3612,900,2,9-847-366  
3613,3491,2,(1) 275-081
3616,2853,2,(4) 873-115
3618,860,2,(4) 021-825
3619,1371,2,(9) 523-158
3620,17,2,(3) 903-291
3622,765,2,3-161-216  
3624,1274,2,(4) 271-602
3625,3276,2,(1) 173-403
3627,2287,2,(1) 175-607
3629,664,2,2-149-509  
3631,960,2,9-977-259  
3633,2757,2,(4) 474-650
3634,2826,2,(9) 135-970
3635,1586,2,8-230-792  
3636,1624,2,(7) 973-393
3637,1717,2,(7) 950-576
3638,42,2,3-652-251  
3640,3855,2,(0) 598-155
3642,2679,2,5-701-607  
3643,2018,2,3-289-999  
3644,828,2,8-929-479  
3646,540,2,3-105-631  
3648,1966,2,2-774-296  
3651,1284,2,(2) 004-897
3655,270,2,1-268-763  
3658,3900,2,(3) 188-575
3659,3002,2,(4) 042-048
3661,2341,2,5-297-452  
3663,3007,2,3-654-081  
3664,3414,2,4-378-273  
3667,3700,2,1-011-413  
3672,871,2,2-217-305  
3673,3183,2,(1) 648-430
3674,1352,2,8-762-548  
3675,552,2,7-369-624  
3676,2180,2,(0) 650-013
3678,58,2,7-232-582  
3680,979,2,(9) 366-466
3681,3345,2,(2) 525-409
