ID_PO,MAPO,TRANGTHAI,NGAYPO,MINCODEPGH,LIENHE,NGAYGUIHANGDK,LOAIHINHNHAPKHO,GHICHU,DIACHIGIAOHANG,TONGTIEN,MA_MHVH,MAKHO,ID_NBH
1357,61085316,1,1/15/2020 3:00,2.54E+12,Calderon,1/15/2020 7:00,Nhập kho trực tiếp,KDQN9W8G,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",16137000,MHVH004   ,KHO006    ,5890
1358,19492602,1,1/15/2020 3:15,6.93E+12,Aguilar,1/15/2020 7:15,Nhập kho trực tiếp,G246445JFTSMJ,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",49000,MHVH005   ,KHO008    ,1804
1359,4473680,0,1/15/2020 3:30,6.31E+12,Huffman,1/15/2020 7:30,Nhập kho trực tiếp,L14PPVSQEK440WHFP98JED,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",2492000,MHVH004   ,KHO007    ,433
1360,87738379,0,1/15/2020 3:45,7.87E+12,Larsen,1/15/2020 7:45,Nhập kho trực tiếp,CJGS3U8U70T4M56JLXQOJ1Z38104JD058ZR692OV5PX47SUA,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",6672000,MHVH001   ,KHO001    ,4906
1361,20697684,1,1/15/2020 4:00,9.01E+12,Curry,1/15/2020 8:00,Nhập kho trực tiếp,QNLOOHAJDK1U4BT0NWMDZ9I,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",8154000,MHVH002   ,KHO004    ,2175
1362,20608068,0,1/15/2020 4:15,2.80E+12,Cole,1/15/2020 8:15,Nhập kho trực tiếp,UJU4UWG6PKTQEGKIGMWIN11E34JV8WJG4CU5N6,120 Phan Xích Long P3 Quận Bình Thạnh,650000,MHVH003   ,KHO006    ,8030
1363,50678745,0,1/15/2020 4:30,1.25E+12,Walsh,1/15/2020 8:30,Nhập kho trực tiếp,G4U5JI2L7C4XCD0,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",954000,MHVH005   ,KHO009    ,7405
1364,22303942,1,1/15/2020 4:45,6.33E+12,Pitts,1/15/2020 8:45,Nhập kho trực tiếp,THG0QCKYS1CL1MEU9XFE,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",21288000,MHVH005   ,KHO009    ,5255
1365,34638562,1,1/15/2020 5:00,2.55E+12,Herman,1/15/2020 9:00,Nhập kho trực tiếp,VHV1ICJ3Z6,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",4272000,MHVH004   ,KHO007    ,119
1366,74559860,1,1/15/2020 5:15,3.71E+12,Harvey,1/15/2020 9:15,Nhập kho trực tiếp,4Q1N76Y4JWCH5HJKX9NFYMTX0KZ8Z0VTVAHBKRN3ZAUWIZQ,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",23922000,MHVH002   ,KHO003    ,4529
1367,88487663,0,1/15/2020 5:30,1.73E+12,Sanders,1/15/2020 9:30,Nhập kho trực tiếp,YSMTBR3HX4NM7Q5I0JMVZ8,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",816000,MHVH001   ,KHO002    ,2509
1368,47124988,1,1/15/2020 5:45,9.51E+12,Doyle,1/15/2020 9:45,Nhập kho trực tiếp,,"156 pAn Lạc A, QBình Tân, TpHCM",8876000,MHVH003   ,KHO006    ,7044
1369,24818976,1,1/15/2020 6:00,4.48E+11,Singh,1/15/2020 10:00,Nhập kho trực tiếp,MKGORWE0UF97E1H36ZDG40W85BVZCUKPSG7RBFP0PM,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",6320000,MHVH001   ,KHO002    ,8302
1370,46779745,0,1/15/2020 6:15,2.02E+12,Maddox,1/15/2020 10:15,Nhập kho trực tiếp,SGX4Y2JP0V,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",3040000,MHVH003   ,KHO005    ,4287
1371,50887382,1,1/15/2020 6:30,4.12E+11,Cochran,1/15/2020 10:30,Nhập kho trực tiếp,1LO7JG1FNZUKFXUPSQ9DRH8,120 Phan Xích Long P3 Quận Bình Thạnh,3660000,MHVH001   ,KHO002    ,9918
1372,66926855,1,1/15/2020 6:45,4.15E+12,Jacobson,1/15/2020 10:45,Nhập kho trực tiếp,S77WWT5KU9FL34W9Z9ZSXWI64CQYQHRJCKEB84JTUAP6I,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",3975000,MHVH003   ,KHO005    ,5689
1373,43506093,0,1/15/2020 7:00,9.72E+12,Pope,1/15/2020 11:00,Nhập kho trực tiếp,MOU0EHIG6VO1SJ37UCHV9JPK1UQ5YM6CNVQ23Q,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",366000,MHVH005   ,KHO009    ,1647
1374,58839207,0,1/15/2020 7:15,8.05E+12,Warren,1/15/2020 11:15,Nhập kho trực tiếp,A0WEJM7BZQMGCONZ3Z9YJQDHJOCDWS13397UC56YUJQEB,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",5920000,MHVH001   ,KHO001    ,2749
1375,39106030,0,1/15/2020 7:30,8.96E+12,O'Connell,1/15/2020 11:30,Nhập kho trực tiếp,UN0WN2URKJNEUUATF7PJC3HSMYTB40ZY6CUOD04Y9,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",3180000,MHVH003   ,KHO004    ,5103
1376,95596692,1,1/15/2020 7:45,7.71E+11,Harrison,1/15/2020 11:45,Nhập kho trực tiếp,ON7XACN13JPSUQ689P9JNKJO8HZMFE2R9,"156 pAn Lạc A, QBình Tân, TpHCM",6464000,MHVH001   ,KHO001    ,9532
1377,10043985,0,1/15/2020 8:00,7.14E+12,Neal,1/15/2020 12:00,Nhập kho trực tiếp,ETLPNHN3WF9EI3I5RFOQP44IPSC1LPHYITCCMJ1SVKO3FTZV3A,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",3462000,MHVH004   ,KHO007    ,7705
1378,60586380,0,1/15/2020 8:15,6.42E+12,Benson,1/15/2020 12:15,Nhập kho trực tiếp,M2JBAP3ZV4LH6YBWOR5,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",705000,MHVH001   ,KHO002    ,4860
1379,59309638,0,1/15/2020 8:30,3.68E+12,King,1/15/2020 12:30,Nhập kho trực tiếp,7DWU5F02VTHXB3UWYI1MJK6O,"130Điện Biên Phủ,Phường 17,BÌNH THẠNH,TP.HCM",9000,MHVH002   ,KHO003    ,644
1380,68112742,0,1/15/2020 8:45,7.63E+12,Arellano,1/15/2020 12:45,Nhập kho trực tiếp,2H54XA3XRE95O6VO031NO533FX5QJYN68L2XV,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",2720000,MHVH002   ,KHO003    ,5716
1381,18527994,0,1/15/2020 9:00,6.58E+12,Hensley,1/15/2020 13:00,Nhập kho trực tiếp,YJ,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",5386000,MHVH003   ,KHO004    ,2296
1382,65112071,0,1/15/2020 9:15,8.05E+12,Freeman,1/15/2020 13:15,Nhập kho trực tiếp,ZJOLQ9C6XJH50LWE2P04DESR3X33XT25,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",5786000,MHVH004   ,KHO007    ,2065
1383,13775076,0,1/15/2020 9:30,9.75E+12,Choi,1/15/2020 13:30,Nhập kho trực tiếp,AOMEHONTKLF607Z5IT8YEZLRX,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",2300000,MHVH003   ,KHO005    ,645
1384,97446898,0,1/15/2020 9:45,2.83E+12,Beasley,1/15/2020 13:45,Nhập kho trực tiếp,S6984HCNQXA0K0CBTTDL2Q3XE,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",17190000,MHVH003   ,KHO005    ,1386
1385,2660414,1,1/15/2020 10:00,9.21E+12,Glass,1/15/2020 14:00,Nhập kho trực tiếp,,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",4823000,MHVH005   ,KHO009    ,9465
1386,26160486,1,1/15/2020 10:15,3.96E+12,Conrad,1/15/2020 14:15,Nhập kho trực tiếp,73A2UH0W,120 Phan Xích Long P3 Quận Bình Thạnh,2686000,MHVH004   ,KHO007    ,22
1387,25348362,0,1/15/2020 10:30,7.10E+12,Cervantes,1/15/2020 14:30,Nhập kho trực tiếp,JBGYUDG2VI97L36SDCF12BU4N4,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",5674000,MHVH002   ,KHO004    ,6260
1388,13589065,1,1/15/2020 10:45,3.50E+12,Dougherty,1/15/2020 14:45,Nhập kho trực tiếp,GUFJJ4VRHCERPA12WQLLZ4,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",65000,MHVH005   ,KHO008    ,7493
1389,55750850,1,1/15/2020 11:00,5.29E+12,Alexander,1/15/2020 15:00,Nhập kho trực tiếp,G4KVE8HCBPSZ7FYP3QCOGYLPQ08YE1JKBJY,"156 pAn Lạc A, QBình Tân, TpHCM",2226000,MHVH001   ,KHO002    ,3222
1390,19056668,0,1/15/2020 11:15,1.14E+12,Cordova,1/15/2020 15:15,Nhập kho trực tiếp,Z8GI0Z31WATNX0HVNFUIJU4E0JX958,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",11388000,NULL,NULL,NULL
1391,15861400,0,1/15/2020 11:30,2.52E+12,Colon,1/15/2020 15:30,Nhập kho trực tiếp,OGKQV9TNGVJTF7K0D,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",3157000,MHVH005   ,KHO008    ,1495
1392,40873396,1,1/15/2020 11:45,2.63E+12,Cantrell,1/15/2020 15:45,Nhập kho trực tiếp,NXVPGU432IH2TWOM56CAMLT,"482A Nơ Trang Long,BÌNH THẠNH,TP.HCM",814000,MHVH002   ,KHO003    ,9712
1393,72524389,1,1/15/2020 12:00,3.25E+12,Holland,1/15/2020 16:00,Nhập kho trực tiếp,EM01P6FIKQ,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,1918000,MHVH004   ,KHO008    ,4331
1394,33203629,0,1/15/2020 12:15,2.34E+12,Salazar,1/15/2020 16:15,Nhập kho trực tiếp,ASYZPLR7B5E1M5S1DN2W243BT,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",4118000,MHVH001   ,KHO001    ,1802
1395,75028309,1,1/15/2020 12:30,2.41E+12,Nolan,1/15/2020 16:30,Nhập kho trực tiếp,3EV2ZH3E,"106/3 Nguyễn Thị Triệu, thị trấn Củ Chi, Tp.HCM",12089000,MHVH002   ,KHO003    ,2273
1396,18679091,1,1/15/2020 12:45,3.17E+12,Villa,1/15/2020 16:45,Nhập kho trực tiếp,U67NOVEHM0LDVW41UHTF6ON5VICB96W,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",2535000,MHVH003   ,KHO005    ,7785
1397,36592963,0,1/15/2020 13:00,1.59E+12,Estrada,1/15/2020 17:00,Nhập kho trực tiếp,8RY,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",23480000,MHVH004   ,KHO006    ,1918
1398,44951438,1,1/15/2020 13:15,7.20E+11,Cooke,1/15/2020 17:15,Nhập kho trực tiếp,60D1NM,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",8400000,MHVH001   ,KHO001    ,6058
1399,81325629,1,1/15/2020 13:30,2.99E+12,Pace,1/15/2020 17:30,Nhập kho trực tiếp,A8G7IQ04Z9Y76I1S6J28F3N44X,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",1378000,MHVH005   ,KHO009    ,3430
1400,31418002,0,1/15/2020 13:45,8.17E+12,Mc Cormick,1/15/2020 17:45,Nhập kho trực tiếp,VU4SSK7CXEBTL81WOAJRC577IKD06KB2KH5AV,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",16968000,MHVH001   ,KHO002    ,9259
1401,14184828,0,1/15/2020 14:00,4.00E+12,Ball,1/15/2020 18:00,Nhập kho trực tiếp,5NY53DUPH0E7ZUK6WPMWA7666C3,"649/6 Điện Biên Phủ, P.25, Q.Bình Thạnh, Tp.HCM",9226000,MHVH003   ,KHO004    ,4694
1402,37370440,0,1/15/2020 14:15,5.66E+12,Obrien,1/15/2020 18:15,Nhập kho trực tiếp,832R074WT61UDS3DMZLHIEKFOZ5YGSZR9LGDXN,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",4550000,MHVH005   ,KHO009    ,1892
1403,21830587,1,1/15/2020 14:30,6.56E+12,Crane,1/15/2020 18:30,Nhập kho trực tiếp,RPNCQORJI4TJ6QMQTJN3116F17AKRBPFZSURU2URW,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",3362000,MHVH002   ,KHO003    ,6728
1404,70937277,1,1/15/2020 14:45,4.52E+12,Cochran,1/15/2020 18:45,Nhập kho trực tiếp,NUN8S0NUNUAJ4PJ8BJE6R6EDKEWVW,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",21256000,MHVH002   ,KHO003    ,9920
1405,78641078,1,1/15/2020 15:00,8.01E+12,Zimmerman,1/15/2020 19:00,Nhập kho trực tiếp,PV6MEBSSE9X,"233đường Trục, P.13, Q. BìnhThạnh",1810000,MHVH003   ,KHO005    ,1514
1406,1030849,0,1/15/2020 15:15,8.64E+12,Simpson,1/15/2020 19:15,Nhập kho trực tiếp,OU5,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",14472000,MHVH001   ,KHO002    ,3054
1407,50377613,0,1/15/2020 15:30,3.71E+12,Benjamin,1/15/2020 19:30,Nhập kho trực tiếp,N47LQBDPNGF9OE3SXV5FDIB8FI54,"530A Phạm Văn Bạch,P12 , Q Gò Vấp, TP.HCM",1043000,MHVH002   ,KHO003    ,4460
1408,94956480,0,1/15/2020 15:45,1.64E+11,Merritt,1/15/2020 19:45,Nhập kho trực tiếp,UIJ84QSNB0EHHYXVJ4Z55ZSPQ24SZ6858FTYW,"745/224 Quang Trung, p12, q Gò Vấp, Tp. HCM",1264000,MHVH002   ,KHO004    ,5497
1409,69824282,1,1/15/2020 16:00,2.06E+11,Davis,1/15/2020 20:00,Nhập kho trực tiếp,JOB4MUQXVKDCWD5Z4UPTI1LZN5S8815ZZILAU0DYYS7KEM9U0,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",6850000,MHVH001   ,KHO002    ,7296
1410,92663376,0,1/15/2020 16:15,8.76E+12,Higgins,1/15/2020 20:15,Nhập kho trực tiếp,BY82II3BHH1IOUEEDESV44HRVPU0K0VY8ZQ7Q,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",21348000,MHVH005   ,KHO009    ,8930
1411,72644270,1,1/15/2020 16:30,2.56E+12,Richards,1/15/2020 20:30,Nhập kho trực tiếp,027I,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",11144000,MHVH003   ,KHO004    ,6091
1412,64375274,1,1/15/2020 16:45,7.02E+12,Matthews,1/15/2020 20:45,Nhập kho trực tiếp,WWG4D609U1456GH7SO2RGL3A,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",13455000,MHVH001   ,KHO002    ,6359
1413,44609042,1,1/15/2020 17:00,7.79E+12,Fernandez,1/15/2020 21:00,Nhập kho trực tiếp,37OGEQNMLLVELHU,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",9072000,MHVH003   ,KHO005    ,2727
1414,82509835,1,1/15/2020 17:15,2.50E+12,Mckee,1/15/2020 21:15,Nhập kho trực tiếp,R0W3TJQ9P7E5R2AT5F9YBT,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",1104000,MHVH001   ,KHO002    ,202
1415,16276899,1,1/15/2020 17:30,8.82E+12,Downs,1/15/2020 21:30,Nhập kho trực tiếp,BHJLULS6776PK67VKGEQ6BIUIB1,"212 Nguyễn Văn Lượng, P.17, Q.Gò Vấp",3246000,MHVH002   ,KHO004    ,6108
1416,77123236,0,1/15/2020 17:45,6.81E+12,Davidson,1/15/2020 21:45,Nhập kho trực tiếp,67V8XJKMAYVNX17XKDPMYJOIW2A0YO2JKJ0ZBY,120 Phan Xích Long P3 Quận Bình Thạnh,26180000,MHVH005   ,KHO009    ,5599
1417,35134341,0,1/15/2020 18:00,2.16E+12,Williamson,1/15/2020 22:00,Nhập kho trực tiếp,0LLKMKRT44KA,"C6/28 Phạm Hùng, Ấp 4A,Bình Hưng,Bình Chánh,TP.HCM",11244000,MHVH005   ,KHO009    ,3147
1418,13092423,0,1/15/2020 18:15,1.07E+12,Mathis,1/15/2020 22:15,Nhập kho trực tiếp,LFAMIDBV9KNMVC3D07LMMO1DZ2X585VEEWY49DGYMWR,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",9910000,MHVH003   ,KHO005    ,2464
1419,64866491,0,1/15/2020 18:30,6.75E+12,Choi,1/15/2020 22:30,Nhập kho trực tiếp,XYQ8NG4XZNJWEWNGF5M3P97ZDY4NQNZPX0F1CPHS1YFQD1QCQ0,"14/4 ĐƯỜNG SỐ 9, PHƯỜNG 9,Q. GÒ VẤP, TP. HCM",11956000,MHVH003   ,KHO005    ,1559
1420,62632395,1,1/15/2020 18:45,6.51E+12,Travis,1/15/2020 22:45,Nhập kho trực tiếp,G9OBOQRUPBG6BNTZDHL4QOT1,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",16328000,MHVH001   ,KHO002    ,3714
1421,25724974,0,1/15/2020 19:00,4.16E+12,Velez,1/15/2020 23:00,Nhập kho trực tiếp,UHLB7SWQ5JG8,120 Phan Xích Long P3 Quận Bình Thạnh,21776000,MHVH005   ,KHO008    ,9638
1422,8607641,1,1/15/2020 19:15,6.97E+12,Welch,1/15/2020 23:15,Nhập kho trực tiếp,RBKUSHKR33J2CV4,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",8796000,MHVH005   ,KHO009    ,3273
1423,56889133,0,1/15/2020 19:30,8.34E+11,Pearson,1/15/2020 23:30,Nhập kho trực tiếp,RSGM,"46/33 Đ18,P Bình Hưng Hòa,QBình Tân,Tp.HCM",2884000,MHVH002   ,KHO003    ,255
1424,52234003,1,1/15/2020 19:45,6.22E+12,Marsh,1/15/2020 23:45,Nhập kho trực tiếp,U95JHJJG64DQOQAJWWCGZQE,120 Phan Xích Long P3 Quận Bình Thạnh,8436000,MHVH002   ,KHO003    ,3280
1425,41781640,1,1/15/2020 20:00,8.31E+12,Higgins,1/16/2020 0:00,Nhập kho trực tiếp,9VXSTDR0L5W1FAAX1BXY6BO5TDVW36K3V2AMMRMTDD4JT84,"168A, Đường D2, P25, Q. Bình Thạnh, Tp. HCM",1290000,NULL,NULL,NULL
1426,80085050,1,1/15/2020 20:15,3.79E+12,Rosales,1/16/2020 0:15,Nhập kho trực tiếp,LEFOTFWX7RYGHVWFLS6C,120 Phan Xích Long P3 Quận Bình Thạnh,11632000,MHVH001   ,KHO001    ,3279
1427,33464131,0,1/15/2020 20:30,8.00E+12,Fischer,1/16/2020 0:30,Nhập kho trực tiếp,OB9O3LT64BL9AAOQVAF6DFUT6BIGPX01RLW36ZPU3Q2GD67K8P,"16 Đường D2,Phường 25,Q.Bình Thạnh, Tp.hcm",100000,MHVH002   ,KHO003    ,2672
1428,32641918,0,1/15/2020 20:45,7.97152E+12,Williamson,1/16/2020 0:45,Nhập kho trực tiếp,IR5N9HGHS3CH7A,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",2730000,MHVH005   ,KHO008    ,7397
1429,53275427,1,1/15/2020 21:00,7.33E+12,De Leon,1/16/2020 1:00,Nhập kho trực tiếp,HODLKWKL3MDDFZ3X808IAMX,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",14190000,MHVH002   ,KHO003    ,2656
1430,68455207,1,1/15/2020 21:15,9.16E+12,Ross,1/16/2020 1:15,Nhập kho trực tiếp,MPHWRQ8U5UPI6N4TX,"159 NGUYEN THUONG HIEN, P6, BINH THANH, HCM",4907000,MHVH003   ,KHO004    ,9199
1431,87830809,0,1/15/2020 21:30,4.08E+12,Bautista,1/16/2020 1:30,Nhập kho trực tiếp,20W30HO54HZR8VRQYUEOUCEI8LAKRKVFL5JXRJPZ7ML,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",22730000,MHVH004   ,KHO006    ,3224
1432,68126529,0,1/15/2020 21:45,2.32E+12,Neal,1/16/2020 1:45,Nhập kho trực tiếp,VEMURGOAE8AP,"68 Nguyễn Huệ, P. Bến Nghé, Quận",12800000,MHVH001   ,KHO001    ,9582
1433,25855498,1,1/15/2020 22:00,5.09E+12,Roth,1/16/2020 2:00,Nhập kho trực tiếp,DUF74DKMK52BTYF5FG8,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",769000,MHVH003   ,KHO006    ,7536
1434,75482347,1,1/15/2020 22:15,9.49E+12,Flowers,1/16/2020 2:15,Nhập kho trực tiếp,MMUZGTBWL0CU,"41 Tên Lửa, P. Bình Trị Đông B, Q. Bình Tân,",11893000,MHVH005   ,KHO008    ,7146
1435,72553504,0,1/15/2020 22:30,5.81E+12,Short,1/16/2020 2:30,Nhập kho trực tiếp,ADO9S381,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",7348000,MHVH002   ,KHO003    ,451
1436,55324360,1,1/15/2020 22:45,1.18E+12,Simon,1/16/2020 2:45,Nhập kho trực tiếp,B8JIXH94YS2YZR0GRA2O0JT8HJLQVNC0PHBLGYVTMG2,"400/16 Xô Viết Nghệ Tĩnh , P.25, Q. Bình Thạnh",7812000,MHVH002   ,KHO002    ,3644
1437,60568314,1,1/15/2020 23:00,2.20E+12,Bates,1/16/2020 3:00,Nhập kho trực tiếp,SVAMNT0S6D4SEA0EVJ8BG2,"37/5 HUỲNH MẪN ĐẠT, P.19, Q.BÌNH THẠNH, HCM",24940000,MHVH003   ,KHO004    ,7775
1438,8570048,0,1/15/2020 23:15,6.20E+12,Dawson,1/16/2020 3:15,Nhập kho trực tiếp,IFE0TF81JG9GM8Z32MJTCCJ75XHY38Q3PMS68T,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",2668000,MHVH002   ,KHO003    ,8405
1439,90980800,1,1/15/2020 23:30,1.58E+12,Vazquez,1/16/2020 3:30,Nhập kho trực tiếp,DXBKB5UE6WG6OW8W5W7UVXAYBQ5QZFTU9F5W0R71,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",29460000,MHVH002   ,KHO003    ,2308
1440,56597732,1,1/15/2020 23:45,7.75E+11,Shields,1/16/2020 3:45,Nhập kho trực tiếp,JB1M117HQN90YBGND9K03EQ3LX9RCWDO6J,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",11736000,MHVH005   ,KHO009    ,4344
1441,94467385,1,1/16/2020 0:00,1.01E+12,Cantrell,1/16/2020 4:00,Nhập kho trực tiếp,M8B9OY99SJTA3P8NIM185KY14RG4T9KUF0,"35 NGUYỄN KIỆM , P.3 , Q. GÒVẤP, TP.HCM",12024000,MHVH001   ,KHO001    ,9174
1442,1549233,0,1/16/2020 0:15,8.72E+12,Dunlap,1/16/2020 4:15,Nhập kho trực tiếp,E1ZW2T5YJ,"50/12A ĐINH TIÊN HOÀNG, P1, Q. BÌNH THẠNH, TP. HCM",7332000,MHVH001   ,KHO002    ,2253
1443,92950314,1,1/16/2020 0:30,4.28E+12,Harding,1/16/2020 4:30,Nhập kho trực tiếp,M6139U15B61,"29PHẠM VĂN ĐỒNG,PHƯỜNG 13,Q. BÌNH THẠNH,TP. HCM",6408000,MHVH002   ,KHO003    ,209
1444,40433172,0,1/16/2020 0:45,5.90E+12,Rocha,1/16/2020 4:45,Nhập kho trực tiếp,A4WI4FIZZV3WTLIQYE0MF8ILE1KEIP4TR4RU,"l91Nguyễn Hữu Cảnh, P22, Q.Bình Thạnh",3346000,MHVH004   ,KHO006    ,4825
1445,36422769,0,1/16/2020 1:00,7.54E+12,Vance,1/16/2020 5:00,Nhập kho trực tiếp,,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",979000,MHVH001   ,KHO002    ,6439
1446,45261274,1,1/16/2020 1:15,5.39E+12,Cohen,1/16/2020 5:15,Nhập kho trực tiếp,OPFKTR359NCB6W6FU1MB33,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,5170000,MHVH001   ,KHO002    ,3232
1447,76476986,0,1/16/2020 1:30,7.86E+12,Gentry,1/16/2020 5:30,Nhập kho trực tiếp,3GAR94P,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",6110000,MHVH001   ,KHO002    ,399
1448,49387017,0,1/16/2020 1:45,4.10E+12,Flowers,1/16/2020 5:45,Nhập kho trực tiếp,NQEPA6V,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",2485000,MHVH003   ,KHO005    ,6307
1449,46886065,0,1/16/2020 2:00,3.54E+11,Douglas,1/16/2020 6:00,Nhập kho trực tiếp,QH9RW27I7MC9P8OGLUC3I0T0KTOK,"469 HƯƠNG LỘ 2, P.BÌNH TRỊ ĐÔNG,Q.BÌNH TÂN,TP. HCM",14630000,MHVH004   ,KHO007    ,8882
1450,48795000,1,1/16/2020 2:15,8.05E+12,Miranda,1/16/2020 6:15,Nhập kho trực tiếp,7W8ZLVUUBY0,"233đường Trục, P.13, Q. BìnhThạnh",25310000,MHVH003   ,KHO004    ,1945
1451,11312433,1,1/16/2020 2:30,2.36E+12,Calderon,1/16/2020 6:30,Nhập kho trực tiếp,RJNSF5F2Y3FURWQN873EMQ0Q393CUMAWBURG6,"73A ĐƯỜNG SỐ 5,P.BÌNH HƯNG HÒA,Q. BÌNH TÂN,TP. HCM",2725000,MHVH003   ,KHO004    ,4146
1452,32728279,0,1/16/2020 2:45,6.53E+12,Leach,1/16/2020 6:45,Nhập kho trực tiếp,4O9IT3GE8O56L3VMN0JWO5128BTJJX59GZ2E53,"35 Nguyễn Trung Trực, P.5, Q. Bình Thạnh",988000,MHVH005   ,KHO009    ,4522
1453,34458506,1,1/16/2020 3:00,4.96E+12,Ruiz,1/16/2020 7:00,Nhập kho trực tiếp,XAO,"233đường Trục, P.13, Q. BìnhThạnh",3762000,MHVH001   ,KHO001    ,7992
1454,94765762,1,1/16/2020 3:15,6.15E+12,Crane,1/16/2020 7:15,Nhập kho trực tiếp,F7N061O6QXAJZM6AH9WVBJVQM0GHJ3LM04MVKBMIUQEC6G3R,07 Quang Trung – P11 – Q.Gò Vấp– TP.HCM,10161000,MHVH005   ,KHO008    ,373
1455,45562253,1,1/16/2020 3:30,4.74E+12,Moon,1/16/2020 7:30,Nhập kho trực tiếp,S,"NGUYỄN VĂN LINH, BÌNHCHÁNH, TP. HCM",8825000,MHVH003   ,KHO005    ,2172
